# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Mar 11 13:14:43 2022
#
# User preference: *
#
# CONSTRAINT:  where (st_nrvc <> 0)
# CONSTRAINT:  order by st_rotp desc, st_nrvc asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN rv_flag:        Detected by Radial Velocity Variations
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_msinie:      Planet Mass*sin(i) [Earth Mass]
# COLUMN pl_msinieerr1:  Planet Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_msinieerr2:  Planet Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_msinielim:   Planet Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_pm:          Total Proper Motion [mas/yr]
# COLUMN sy_pmerr1:      Total Proper Motion Upper Unc [mas/yr]
# COLUMN sy_pmerr2:      Total Proper Motion Lower Unc [mas/yr]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN st_nrvc:        Number of Radial Velocity Time Series
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,cb_flag,rv_flag,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_age,st_ageerr1,st_ageerr2,st_agelim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,glat,glon,sy_pm,sy_pmerr1,sy_pmerr2,sy_dist,sy_disterr1,sy_disterr2,st_nrvc
1753,HD 180902 b,HD 180902,1,2,0,1,Published Confirmed,0,510.90000000,1.50000000,-1.50000000,0,1.400000,0.110000,-0.110000,0,,,,,535.54355,13.03103,-13.03103,0,0.107000,0.022000,-0.022000,0,1.41,,,0,,,,,,,,,,,,,,-16.32996,14.39883,42.8690335,0.0929255,-0.0929255,104.5770000,0.5735000,-0.5735000,1
1756,HD 181342 b,HD 181342,0,1,0,1,Published Confirmed,0,663.00000000,29.00000000,-29.00000000,0,1.780000,0.070000,-0.070000,0,,,,,1048.79000,63.56330,-63.56330,0,0.177000,0.057000,-0.057000,0,1.84,0.13,-0.13,0,0.260,0.030,-0.030,0,[Fe/H],1.800,0.400,-0.400,0,,,,,-16.72820,14.50487,55.5049316,0.0842696,-0.0842696,120.3910000,0.6940000,-0.6940000,1
1757,HD 181342 b,HD 181342,0,1,0,1,Published Confirmed,0,562.10000000,6.00000000,-6.00000000,0,1.650000,0.040000,-0.040000,0,,,,,921.70700,63.56600,-63.56600,0,0.100000,0.070000,-0.070000,0,1.89,0.11,-0.11,0,0.200,0.080,-0.080,0,[Fe/H],,,,,,,,,-16.72820,14.50487,55.5049316,0.0842696,-0.0842696,120.3910000,0.6940000,-0.6940000,1
1758,HD 181342 b,HD 181342,1,1,0,1,Published Confirmed,0,564.10000000,4.10000000,-4.10000000,0,1.592000,0.091000,-0.091000,0,,,,,807.28820,60.38770,-60.38770,0,0.022000,0.051000,-0.051000,0,1.69,,,0,,,,,,,,,,,,,,-16.72820,14.50487,55.5049316,0.0842696,-0.0842696,120.3910000,0.6940000,-0.6940000,1
1759,HD 181342 b,HD 181342,0,1,0,1,Published Confirmed,0,663.00000000,29.00000000,-29.00000000,0,1.780000,0.060000,-0.060000,0,,,,,1204.57570,139.84520,-139.84520,0,0.180000,0.060000,-0.060000,0,2.25,0.31,-0.31,0,0.210,,,0,[Fe/H],,,,,,,,,-16.72820,14.50487,55.5049316,0.0842696,-0.0842696,120.3910000,0.6940000,-0.6940000,1
1761,HD 181433 b,HD 181433,0,1,0,1,Published Confirmed,0,9.37430000,0.00190000,-0.00190000,0,0.080000,,,0,,,,,7.50000,,,0,0.396000,0.062000,-0.062000,0,0.78,,,0,0.330,0.130,-0.130,0,[Fe/H],,,,,,,,,-28.04356,329.51487,330.0287524,0.0419822,-0.0419822,26.8762000,0.0225000,-0.0225000,1
1762,HD 181433 b,HD 181433,0,1,0,1,Published Confirmed,0,9.37459000,,,0,0.080130,,,0,,,,,7.42102,,,0,0.388400,,,0,0.81,0.09,-0.10,0,0.401,0.037,-0.037,0,[M/H],,,,,,,,,-28.04356,329.51487,330.0287524,0.0419822,-0.0419822,26.8762000,0.0225000,-0.0225000,1
1763,HD 181433 b,HD 181433,1,1,0,1,Published Confirmed,0,9.37430000,0.00190000,-0.00190000,0,0.080000,0.000000,0.000000,0,,,,,6.35660,0.00000,0.00000,0,0.400000,0.060000,-0.060000,0,0.63,0.07,-0.07,0,0.380,,,0,[Fe/H],,,,,,,,,-28.04356,329.51487,330.0287524,0.0419822,-0.0419822,26.8762000,0.0225000,-0.0225000,1
1764,HD 181433 c,HD 181433,1,1,0,1,Published Confirmed,0,962.00000000,15.00000000,-15.00000000,0,1.760000,,,0,,,,,203.00000,,,0,0.280000,0.020000,-0.020000,0,0.78,,,0,0.330,0.130,-0.130,0,[Fe/H],,,,,,,,,-28.04356,329.51487,330.0287524,0.0419822,-0.0419822,26.8762000,0.0225000,-0.0225000,1
1766,HD 181433 c,HD 181433,0,1,0,1,Published Confirmed,0,975.41000000,,,0,1.773100,,,0,,,,,207.47704,,,0,0.269120,,,0,0.81,0.09,-0.10,0,0.401,0.037,-0.037,0,[M/H],,,,,,,,,-28.04356,329.51487,330.0287524,0.0419822,-0.0419822,26.8762000,0.0225000,-0.0225000,1
1768,HD 181433 d,HD 181433,1,1,0,1,Published Confirmed,0,2172.00000000,158.00000000,-158.00000000,0,3.000000,,,0,,,,,171.00000,,,0,0.480000,0.050000,-0.050000,0,0.78,,,0,0.330,0.130,-0.130,0,[Fe/H],,,,,,,,,-28.04356,329.51487,330.0287524,0.0419822,-0.0419822,26.8762000,0.0225000,-0.0225000,1
1769,HD 181433 d,HD 181433,0,1,0,1,Published Confirmed,0,2468.46000000,,,0,3.293470,,,0,,,,,166.89822,,,0,0.466260,,,0,0.81,0.09,-0.10,0,0.401,0.037,-0.037,0,[M/H],,,,,,,,,-28.04356,329.51487,330.0287524,0.0419822,-0.0419822,26.8762000,0.0225000,-0.0225000,1
1790,HD 187085 b,HD 187085,0,1,0,1,Published Confirmed,0,986.00000000,,,0,2.050000,,,0,,,,,238.36000,,,0,0.470000,,,0,1.22,0.10,-0.06,0,0.050,0.030,-0.030,0,[Fe/H],3.300,0.600,-1.200,0,,,,,-27.12011,2.20149,103.5954175,0.0523513,-0.0523513,45.8993000,0.0938000,-0.0935000,1
1839,HD 190647 b,HD 190647,0,1,0,1,Published Confirmed,0,1038.10000000,4.90000000,-4.90000000,0,2.070000,0.060000,-0.060000,0,,,,,603.85000,19.07000,-19.07000,0,0.180000,0.020000,-0.020000,0,1.10,0.10,-0.10,0,-0.240,0.030,-0.030,0,[Fe/H],2.000,,,-1,,,,,-30.03255,5.66045,208.5650293,0.0535411,-0.0535411,54.4738000,0.1482000,-0.1475000,1
1841,HD 190647 b,HD 190647,0,1,0,1,Published Confirmed,0,1038.09998000,5.10000000,-5.10000000,0,2.070000,0.060000,-0.060000,0,,,,,616.59020,25.42640,-25.42640,0,0.180000,0.020000,-0.020000,0,1.14,0.04,-0.04,0,0.220,,,0,[Fe/H],,,,,,,,,-30.03255,5.66045,208.5650293,0.0535411,-0.0535411,54.4738000,0.1482000,-0.1475000,1
1857,HD 192310 b,HD 192310,1,1,0,1,Published Confirmed,0,74.72000000,0.10000000,-0.10000000,0,0.320000,0.005000,-0.005000,0,,,,,16.90000,0.90000,-0.90000,0,0.130000,0.040000,-0.040000,0,0.80,,,0,-0.040,0.030,-0.030,0,[Fe/H],7.810,0.900,-0.900,0,,,,,-29.40279,15.62553,1255.6503219,0.1732167,-0.1732167,8.7968700,0.0092500,-0.0092400,1
1858,HD 192310 b,HD 192310,0,1,0,1,Published Confirmed,0,74.39000000,0.12000000,-0.12000000,0,0.319000,0.005000,-0.005000,0,,,,,21.60000,2.00000,-2.00000,0,0.300000,0.090000,-0.090000,0,0.85,0.02,-0.02,0,0.080,0.030,-0.030,0,[Fe/H],,,,,,,,,-29.40279,15.62553,1255.6503219,0.1732167,-0.1732167,8.7968700,0.0092500,-0.0092400,1
1859,HD 192310 b,HD 192310,0,1,0,1,Published Confirmed,0,74.06200000,0.08500000,-0.08500000,0,0.326200,0.003600,-0.003700,0,,,,,14.33406,2.03410,-1.87519,0,0.140000,0.120000,-0.093000,0,0.84,0.03,-0.03,0,0.081,0.060,-0.060,0,[Fe/H],,,,,,,,,-29.40279,15.62553,1255.6503219,0.1732167,-0.1732167,8.7968700,0.0092500,-0.0092400,1
1860,HD 192310 c,HD 192310,1,1,0,1,Published Confirmed,0,525.80000000,9.20000000,-9.20000000,0,1.180000,0.025000,-0.025000,0,,,,,24.00000,5.00000,-5.00000,0,0.320000,0.110000,-0.110000,0,0.80,,,0,-0.040,0.030,-0.030,0,[Fe/H],7.810,0.900,-0.900,0,,,,,-29.40279,15.62553,1255.6503219,0.1732167,-0.1732167,8.7968700,0.0092500,-0.0092400,1
1861,HD 192699 b,HD 192699,1,1,0,1,Published Confirmed,0,340.94000000,0.92000000,-0.92000000,0,1.063000,0.049000,-0.049000,0,,,,,666.17168,29.55819,-29.55819,0,0.082000,0.041000,-0.041000,0,1.38,,,0,,,,,,,,,,,,,,-16.49300,47.13028,66.3950053,0.0694359,-0.0694359,71.8627000,0.2667000,-0.2667000,1
1862,HD 192699 b,HD 192699,0,1,0,1,Published Confirmed,0,351.50000000,0.60000000,-0.60000000,0,1.160000,,,0,,,,,794.50000,,,0,0.149000,0.060000,-0.060000,0,1.68,0.12,-0.12,0,-0.150,0.040,-0.040,0,[Fe/H],1.800,1.000,-1.000,0,,,,,-16.49300,47.13028,66.3950053,0.0694359,-0.0694359,71.8627000,0.2667000,-0.2667000,1
1863,HD 192699 b,HD 192699,0,1,0,1,Published Confirmed,0,345.53000000,1.70000000,-1.70000000,0,1.120000,0.020000,-0.020000,0,,,,,737.36560,162.09330,-162.09330,0,0.130000,0.050000,-0.050000,0,1.61,0.51,-0.51,0,-0.250,,,0,[Fe/H],,,,,,,,,-16.49300,47.13028,66.3950053,0.0694359,-0.0694359,71.8627000,0.2667000,-0.2667000,1
1864,HD 192699 b,HD 192699,0,1,0,1,Published Confirmed,0,345.53000000,1.77000000,-1.63000000,0,1.150000,0.020000,-0.030000,0,,,,,762.76000,47.67000,-66.74000,0,0.129000,0.029000,-0.060000,0,1.69,0.12,-0.12,0,,,,,,,,,,,,,,-16.49300,47.13028,66.3950053,0.0694359,-0.0694359,71.8627000,0.2667000,-0.2667000,1
1890,HD 202206 c,HD 202206,0,2,1,1,Published Confirmed,0,,,,,2.701000,,,0,,,,,769.46643,,,0,0.255000,,,0,1.15,,,0,,,,,,,,,,,,,,-40.50460,27.94935,126.2020582,0.0671879,-0.0671879,45.9665000,0.1391000,-0.1383000,1
1891,HD 202206 c,HD 202206,0,2,1,1,Published Confirmed,0,1383.40000000,18.40000000,-18.40000000,0,2.550000,,,0,,,,,775.50520,,,0,0.267000,0.021000,-0.021000,0,,,,,,,,,,,,,,,,,,-40.50460,27.94935,126.2020582,0.0671879,-0.0671879,45.9665000,0.1391000,-0.1383000,1
1892,HD 202206 c,HD 202206,1,2,1,1,Published Confirmed,0,1260.00000000,11.00000000,-11.00000000,0,2.410000,,,0,5689.15700,921.70700,-572.09400,0,731.00900,,,0,0.220000,0.030000,-0.030000,0,1.07,0.08,-0.08,0,0.300,0.100,-0.100,0,[Fe/H],2.900,0.100,-0.100,0,,,,,-40.50460,27.94935,126.2020582,0.0671879,-0.0671879,45.9665000,0.1391000,-0.1383000,1
1903,HD 204313 b,HD 204313,0,1,0,1,Published Confirmed,0,1931.00000000,18.00000000,-18.00000000,0,3.082000,0.055000,-0.055000,0,,,,,1287.16000,54.03000,-54.03000,0,0.131000,0.023000,-0.023000,0,1.04,0.03,-0.03,0,0.180,0.020,-0.020,0,[Fe/H],3.380,2.580,-2.580,0,,,,,-43.72860,28.02639,273.8814392,0.0702968,-0.0702968,47.7945000,0.1455000,-0.1446000,1
1904,HD 204313 b,HD 204313,0,1,0,1,Published Confirmed,0,2024.10000000,3.10000000,-3.10000000,0,3.167000,0.120000,-0.120000,0,,,,,1360.00000,94.00000,-94.00000,0,0.094600,0.003200,-0.003200,0,1.02,,,0,0.180,0.020,-0.020,0,[Fe/H],,,,,,,,,-43.72860,28.02639,273.8814392,0.0702968,-0.0702968,47.7945000,0.1455000,-0.1446000,1
1905,HD 204313 b,HD 204313,1,1,0,1,Published Confirmed,0,1920.09998000,25.00000000,-25.00000000,0,3.070000,0.060000,-0.060000,0,,,,,1099.69180,66.74430,-66.74430,0,0.230000,0.040000,-0.040000,0,1.03,0.04,-0.04,0,0.160,,,0,[Fe/H],,,,,,,,,-43.72860,28.02639,273.8814392,0.0702968,-0.0702968,47.7945000,0.1455000,-0.1446000,1
1906,HD 204313 b,HD 204313,0,1,0,1,Published Confirmed,0,1920.10000000,25.00000000,-25.00000000,0,3.040000,0.060000,-0.060000,0,,,,,1128.25000,63.60000,-63.60000,0,0.230000,0.040000,-0.040000,0,1.02,,,0,0.240,0.060,-0.060,0,[Fe/H],7.200,,,0,,,,,-43.72860,28.02639,273.8814392,0.0702968,-0.0702968,47.7945000,0.1455000,-0.1446000,1
1907,HD 204313 c,HD 204313,1,1,0,1,Published Confirmed,0,34.90500000,0.01200000,-0.01200000,0,0.209900,0.007100,-0.007100,0,,,,,17.60000,1.70000,-1.70000,0,0.155000,0.071000,-0.071000,0,1.02,,,0,0.180,0.020,-0.020,0,[Fe/H],,,,,,,,,-43.72860,28.02639,273.8814392,0.0702968,-0.0702968,47.7945000,0.1455000,-0.1446000,1
1910,HD 205739 b,HD 205739,1,1,0,1,Published Confirmed,0,279.80000000,0.10000000,-0.10000000,0,0.896000,0.019000,-0.015000,0,,,,,435.41000,22.25000,-28.60000,0,0.270000,0.070000,-0.070000,0,1.22,0.08,-0.06,0,0.190,0.040,-0.040,0,[Fe/H],2.840,0.920,-1.120,0,,,,,-47.99934,14.61325,85.0386141,0.0861094,-0.0861094,92.5087000,0.8954000,-0.8787000,1
1912,HD 206610 b,HD 206610,0,1,0,1,Published Confirmed,0,610.00000000,13.00000000,-13.00000000,0,1.540000,0.050000,-0.050000,0,,,,,813.64480,168.44990,-168.44990,0,0.230000,0.060000,-0.060000,0,1.93,0.59,-0.59,0,0.160,,,0,[Fe/H],,,,,,,,,-41.34818,47.87662,2.7564494,0.1299523,-0.1299523,147.1920000,1.9630000,-1.9630000,1
1913,HD 206610 b,HD 206610,1,1,0,1,Published Confirmed,0,673.20000000,3.30000000,-3.30000000,0,1.740000,0.330000,-0.330000,0,,,,,647.10188,20.65895,-20.65895,0,0.100000,0.042000,-0.042000,0,1.55,,,0,,,,,,,,,,,,,,-41.34818,47.87662,2.7564494,0.1299523,-0.1299523,147.1920000,1.9630000,-1.9630000,1
1914,HD 206610 b,HD 206610,0,1,0,1,Published Confirmed,0,610.00000000,13.00000000,-13.00000000,0,1.680000,0.050000,-0.050000,0,,,,,699.19700,31.78170,-31.78170,0,0.229000,0.058000,-0.058000,0,1.56,0.11,-0.11,0,0.140,0.030,-0.030,0,[Fe/H],3.000,1.000,-1.000,0,,,,,-41.34818,47.87662,2.7564494,0.1299523,-0.1299523,147.1920000,1.9630000,-1.9630000,1
1919,HD 20782 b,HD 20782,0,2,0,1,Published Confirmed,0,597.06500000,0.04300000,-0.04300000,0,1.397000,0.009000,-0.009000,0,,,,,454.49690,9.53490,-9.53490,0,0.956000,0.004000,-0.004000,0,1.02,0.02,-0.02,0,0.010,0.030,-0.030,0,[Fe/H],5.530,1.430,-1.430,0,,,,,-57.27708,224.80293,355.1122675,0.0357759,-0.0357759,35.9864000,0.0414000,-0.0413000,1
1920,HD 20782 b,HD 20782,0,2,0,1,Published Confirmed,0,577.90000000,2.60000000,-2.60000000,0,1.359000,0.005000,-0.005000,0,,,,,232.01000,15.89000,-15.89000,0,0.570000,0.040000,-0.040000,0,1.04,0.13,-0.11,0,-0.054,0.004,-0.004,0,[M/H],,,,,,,,,-57.27708,224.80293,355.1122675,0.0357759,-0.0357759,35.9864000,0.0414000,-0.0413000,1
1921,HD 20782 b,HD 20782,0,2,0,1,Published Confirmed,0,591.90002000,2.80000000,-2.80000000,0,1.370000,0.020000,-0.020000,0,,,,,619.76850,187.51970,-187.51970,0,0.970000,0.010000,-0.010000,0,1.07,0.07,-0.07,0,-0.060,,,0,[Fe/H],,,,,,,,,-57.27708,224.80293,355.1122675,0.0357759,-0.0357759,35.9864000,0.0414000,-0.0413000,1
1922,HD 20782 b,HD 20782,1,2,0,1,Published Confirmed,0,597.06430000,0.02560000,-0.02560000,0,1.364900,0.046600,-0.049500,0,,,,,472.83000,33.22000,-33.88000,0,0.950000,0.001000,-0.001000,0,1.04,0.13,-0.11,0,-0.054,0.004,-0.004,0,[M/H],,,,,,,,,-57.27708,224.80293,355.1122675,0.0357759,-0.0357759,35.9864000,0.0414000,-0.0413000,1
1923,HD 20782 b,HD 20782,0,2,0,1,Published Confirmed,0,585.86000000,0.03000000,-0.03000000,0,1.360000,0.120000,-0.120000,0,,,,,572.07000,73.10000,-73.10000,0,0.920000,0.030000,-0.030000,0,1.00,0.03,-0.03,0,-0.050,0.030,-0.030,0,[Fe/H],7.100,1.900,-4.300,0,,,,,-57.27708,224.80293,355.1122675,0.0357759,-0.0357759,35.9864000,0.0414000,-0.0413000,1
1924,HD 207832 b,HD 207832,0,3,0,1,Published Confirmed,0,161.97000000,0.97000000,-0.78000000,0,0.570000,0.002000,-0.002000,0,,,,,177.98480,19.06980,-9.53490,0,0.130000,0.180000,-0.050000,0,0.94,0.10,,0,,,,,,,,,,,,,,-50.21556,24.00289,192.6495672,0.0661577,-0.0661577,58.9291000,0.1560000,-0.1552000,1
1925,HD 207832 b,HD 207832,0,3,0,1,Published Confirmed,0,161.97000000,0.88000000,-0.88000000,0,0.570000,0.020000,-0.020000,0,,,,,190.69800,19.06980,-19.06980,0,0.130000,0.120000,-0.120000,0,1.02,0.06,-0.06,0,0.140,,,0,[Fe/H],,,,,,,,,-50.21556,24.00289,192.6495672,0.0661577,-0.0661577,58.9291000,0.1560000,-0.1552000,1
1926,HD 207832 b,HD 207832,1,3,0,1,Published Confirmed,0,160.07000000,0.23000000,-0.23000000,0,0.586000,0.032000,-0.032000,0,,,,,177.98480,28.92253,-28.92253,0,0.197000,0.053000,-0.053000,0,1.05,0.17,-0.17,0,0.140,,,0,[Fe/H],1.360,1.260,-1.260,0,,,,,-50.21556,24.00289,192.6495672,0.0661577,-0.0661577,58.9291000,0.1560000,-0.1552000,1
1927,HD 207832 c,HD 207832,1,3,0,1,Published Confirmed,0,1155.70000000,71.90000000,-37.00000000,0,2.112000,0.087000,-0.045000,0,,,,,232.01590,57.20940,-15.89150,0,0.270000,0.220000,-0.100000,0,0.94,0.10,,0,,,,,,,,,,,,,,-50.21556,24.00289,192.6495672,0.0661577,-0.0661577,58.9291000,0.1560000,-0.1552000,1
1940,HD 208527 b,HD 208527,1,1,0,1,Published Confirmed,0,875.50000000,5.80000000,-5.80000000,0,2.100000,0.200000,-0.200000,0,,,,,3146.40000,540.30000,-540.30000,0,0.080000,0.040000,-0.040000,0,1.60,0.40,-0.40,0,-0.090,0.160,-0.160,0,[Fe/H],2.000,1.300,-1.300,0,,,,,-25.71773,77.24526,15.0768457,0.2138837,-0.2138837,312.2020000,11.3800000,-10.6190000,1
1941,HD 20868 b,HD 20868,0,1,0,1,Published Confirmed,0,380.85000000,0.09000000,-0.09000000,0,0.947000,0.012000,-0.012000,0,,,,,632.46000,15.89000,-15.89000,0,0.750000,0.002000,-0.002000,0,0.78,0.03,-0.03,0,0.040,0.100,-0.100,0,[Fe/H],4.500,0.400,-0.400,0,,,,,-57.33374,233.83834,307.8626685,0.0378178,-0.0378178,47.7223000,0.0699000,-0.0697000,1
1942,HD 20868 b,HD 20868,1,1,0,1,Published Confirmed,0,380.85001000,0.09000000,-0.09000000,0,0.950000,0.020000,-0.020000,0,,,,,397.28750,187.51970,-187.51970,0,0.750000,0.000000,0.000000,0,0.39,0.27,-0.27,0,0.050,,,0,[Fe/H],,,,,,,,,-57.33374,233.83834,307.8626685,0.0378178,-0.0378178,47.7223000,0.0699000,-0.0697000,1
1969,HD 210702 b,HD 210702,0,1,0,1,Published Confirmed,0,354.29000000,2.31000000,-2.13000000,0,1.200000,0.020000,-0.030000,0,,,,,626.12510,34.96130,-57.20940,0,0.106000,,,1,1.85,0.13,-0.13,0,,,,,,,,,,,,,,-32.02111,76.29345,17.4590557,0.1593965,-0.1593965,54.1963000,0.2316000,-0.2316000,1
1970,HD 210702 b,HD 210702,1,1,0,1,Published Confirmed,0,354.10000000,0.70000000,-0.70000000,0,1.148000,0.057000,-0.057000,0,,,,,574.63664,30.82951,-30.82951,0,0.028000,0.034000,-0.034000,0,1.61,,,0,,,,,,,,,,,,,,-32.02111,76.29345,17.4590557,0.1593965,-0.1593965,54.1963000,0.2316000,-0.2316000,1
1971,HD 210702 b,HD 210702,0,1,0,1,Published Confirmed,0,354.80000000,1.10000000,-1.10000000,0,1.200000,,,0,,,,,603.87700,,,0,0.094000,0.052000,-0.052000,0,1.68,0.18,,0,,,,,,,,,,,,,,-32.02111,76.29345,17.4590557,0.1593965,-0.1593965,54.1963000,0.2316000,-0.2316000,1
1975,HD 212301 b,HD 212301,1,2,0,1,Published Confirmed,0,2.24571000,0.00028000,-0.00028000,0,0.030000,0.000000,0.000000,0,,,,,162.09330,12.71320,-12.71320,0,0.000000,,,0,1.55,0.16,-0.16,0,0.180,,,0,[Fe/H],,,,,,,,,-36.78034,311.90842,120.0378927,0.0532703,-0.0532703,54.2304000,0.0860000,-0.0857000,1
1976,HD 212301 b,HD 212301,0,2,0,1,Published Confirmed,0,2.24571500,0.00002800,-0.00002800,0,0.036000,,,0,,,,,143.01700,,,0,0.000000,,,0,1.27,0.02,-0.02,0,0.180,0.040,-0.040,0,[Fe/H],1.000,,,1,,,,,-36.78034,311.90842,120.0378927,0.0532703,-0.0532703,54.2304000,0.0860000,-0.0857000,1
1977,HD 212771 b,HD 212771,0,1,0,1,Published Confirmed,0,373.29999000,3.40000000,-3.40000000,0,1.160000,0.020000,-0.020000,0,,,,,1172.79270,165.27160,-165.27160,0,0.110000,0.060000,-0.060000,0,2.41,0.18,-0.18,0,-0.150,,,0,[Fe/H],,,,,,,,,-55.29100,41.79357,135.0501619,0.0808629,-0.0808629,111.1550000,0.5445000,-0.5445000,1
1978,HD 212771 b,HD 212771,0,1,0,1,Published Confirmed,0,373.30000000,3.40000000,-3.40000000,0,1.220000,0.030000,-0.030000,0,,,,,730.97800,127.12700,-127.12700,0,0.111000,0.060000,-0.060000,0,1.15,0.08,-0.08,0,-0.210,0.030,-0.030,0,[Fe/H],6.000,2.000,-2.000,0,,,,,-55.29100,41.79357,135.0501619,0.0808629,-0.0808629,111.1550000,0.5445000,-0.5445000,1
1979,HD 212771 b,HD 212771,1,1,0,1,Published Confirmed,0,380.70000000,1.40000000,-1.40000000,0,1.190000,0.130000,-0.130000,0,,,,,759.61370,85.81410,-85.81410,0,0.076000,0.051000,-0.051000,0,1.56,,,0,,,,,,,,,,,,,,-55.29100,41.79357,135.0501619,0.0808629,-0.0808629,111.1550000,0.5445000,-0.5445000,1
2006,HD 216770 b,HD 216770,1,1,0,1,Published Confirmed,0,118.45000000,0.55000000,-0.55000000,0,0.460000,0.010000,-0.010000,0,,,,,181.16310,15.89150,-15.89150,0,0.370000,0.060000,-0.060000,0,0.74,0.07,-0.07,0,0.270,,,0,[Fe/H],,,,,,,,,-64.29217,27.30726,287.8677517,0.1936101,-0.1936101,36.6625000,0.0984000,-0.0979000,1
2007,HD 216770 b,HD 216770,0,1,0,1,Published Confirmed,0,118.45000000,0.55000000,-0.55000000,0,0.460000,,,0,,,,,206.58950,,,0,0.370000,0.060000,-0.060000,0,0.90,,,0,0.230,,,0,[Fe/H],3.100,,,0,,,,,-64.29217,27.30726,287.8677517,0.1936101,-0.1936101,36.6625000,0.0984000,-0.0979000,1
2026,HD 218566 b,HD 218566,0,1,0,1,Published Confirmed,0,225.17000000,0.42000000,-0.52000000,0,0.687500,0.008100,-0.008400,0,,,,,62.93002,5.72091,-5.72091,0,0.270000,0.100000,-0.095000,0,0.86,0.03,-0.03,0,0.298,0.058,-0.058,0,[Fe/H],,,,,,,,,-55.10884,74.01673,638.9585993,0.0808959,-0.0808959,28.8274000,0.0429000,-0.0427000,1
2027,HD 218566 b,HD 218566,1,1,0,1,Published Confirmed,0,225.70000000,0.40000000,-0.40000000,0,0.690000,0.010000,-0.010000,0,,,,,63.56600,19.06980,-19.06980,0,0.300000,0.100000,-0.100000,0,0.76,0.32,-0.32,0,0.280,,,0,[Fe/H],,,,,,,,,-55.10884,74.01673,638.9585993,0.0808959,-0.0808959,28.8274000,0.0429000,-0.0427000,1
